AREA,Ceiling.RANGE,External_Wall.RANGE,Internal_Wall.RANGE,Floor.RANGE,Foundation_system.RANGE,Form_system.RANGE,Superstructure.RANGE,Substructure.RANGE,Changes.RANGE,Duration.RANGE,Earthwork.RANGE,Floors.RANGE,Parking.RANGE,Escalations.RANGE,Total_Cost
1.53,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,8,605,1,2,4,12,142.8029223306442
0.21,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,12,330,1,1,4,12,10.421578749089623
1.13,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,12,535,1,1,3,12,63.39196375710111
0.7,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,15,485,1,1,3,15,39.984710224070646
1.69,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,8,630,1,1,4,15,138.55344830514633
1.4,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,12,580,1,1,4,15,88.7901250732035
1.4,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,12,580,1,1,2,12,90.31811139112398
0.85,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,15,505,1,4,3,12,40.39238378006977
1.43,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,12,585,1,1,3,12,94.35627696518203
1.37,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,8,575,1,2,2,12,113.94310175247261
1.4,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,15,580,1,2,3,15,112.16772680544291
1.78,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,12,645,1,2,2,10,199.01172755418557
0.9,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,15,515,1,1,4,10,51.518698959545155
2.2,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,12,675,1,2,2,15,285.4246876531822
1.92,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,15,665,1,2,4,10,243.8569579084613
1.72,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,12,635,1,3,3,12,228.84795521714082
1.92,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,15,665,1,2,3,12,244.8056326120443
0.7,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,15,485,1,1,2,12,39.216302546508444
1.3,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,12,560,1,1,2,12,78.1238123559659
1.75,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,12,640,1,1,4,10,148.63147231244403
1.58,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,15,615,1,1,2,10,121.19130644420542
0.8,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,12,500,1,1,2,15,45.79081490341482
0.48,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,8,405,1,5,4,15,23.183990965235324
1.58,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,8,615,1,2,2,12,154.05757855521293
0.98,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,8,525,1,4,3,10,38.223020966939316
0.7,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,15,485,1,1,4,12,39.31628567434685
1.72,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,15,635,1,1,3,15,148.4152465906134
0.15,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,8,305,1,4,3,10,9.62742313754717
0.3,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,15,350,1,1,2,15,16.228627781595154
1.55,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,15,610,1,1,3,12,117.35916102124995
0.65,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,8,480,1,1,3,15,35.41100582051888
0.36,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,8,380,1,1,4,10,19.520069075678
0.17,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,12,310,1,1,4,10,7.638900251113209
2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,12,670,1,2,2,12,252.35416108421774
1.37,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,8,575,1,1,4,10,87.06883063910138
0.21,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,12,330,1,1,3,15,10.457707869334904
1.2,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,15,545,1,1,2,12,68.99593759386576
1.78,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8,645,1,3,2,15,244.0918690839955
1.47,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,8,595,1,2,3,15,133.36301747266387
0.87,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,15,510,1,1,2,12,49.528630096901914
0.85,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,12,505,1,5,4,12,42.983589925014996
1.23,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,12,550,1,1,4,12,73.30503278835276
1.4,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,15,580,1,1,2,10,86.1587326069636
0.85,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,12,505,1,4,3,10,40.027944514032036
1.72,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,8,635,1,3,2,12,225.86788401901336
1.92,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,8,665,1,2,2,12,237.49703534321165
1.23,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,12,550,1,1,4,12,72.24590008207919
1.78,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,12,645,1,2,2,15,202.46688061357236
0.51,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,15,420,1,1,2,12,30.420665802313962
0.98,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,8,525,1,1,4,15,55.95404603242926
1.8,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8,650,1,3,4,10,252.20192869019627
1.64,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,8,625,1,3,4,10,203.90133600790776
1.64,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,15,625,1,1,2,12,133.20072924394134
0.85,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,12,505,1,4,2,10,39.57925122977872
0.98,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,12,525,1,1,4,10,56.036332802759446
1.43,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,12,585,1,2,2,12,123.78135843948142
0.48,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,8,405,1,5,3,15,23.441419310717755
1.69,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,12,630,1,1,3,15,139.65292620086737
0.28,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,12,345,1,1,2,12,15.151940090392076
1.84,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,8,655,1,3,3,12,265.2514567048262
0.9,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,12,515,1,1,2,12,51.23309118476358
0.96,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,8,520,1,1,3,12,53.20662147530362
1.3,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,12,560,1,1,3,15,79.5086796776661
0.17,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,15,310,1,2,2,10,10.787314222231133
0.55,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,8,425,1,1,3,15,31.249065782625824
1.84,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,8,655,1,3,2,12,264.85493930058607
0.85,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,8,505,1,3,3,10,37.0509413280001
1.69,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,15,630,1,1,3,12,139.59821398416926
0.85,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,8,505,1,4,4,10,39.34282051836735
1.92,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,12,665,1,2,3,12,241.9674946927047
1.88,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,15,660,1,2,4,15,232.59352070389676
2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8,670,1,2,2,10,246.50401697388756
1.37,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,12,575,1,2,2,10,114.3478698853028
1.4,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,15,580,1,2,2,12,116.43142792757986
1.4,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,8,580,1,1,3,10,90.01502970488323
0.3,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,8,350,1,1,3,12,15.858941929431358
0.2,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,15,320,1,1,3,15,9.400060869429247
1.69,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,8,630,1,1,3,15,137.6685989537919
1.72,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,15,635,1,2,3,10,188.25465433314596
0.5,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,12,415,1,1,4,12,29.374332228377014
0.48,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,8,405,1,3,2,12,20.711793076316546
1.84,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,8,655,1,3,3,12,266.0111902228451
1.33,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,15,565,1,1,2,12,82.36360720312236
0.15,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,12,305,1,4,4,10,9.6383616804717
1.1,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,8,530,1,1,2,10,59.91565893512396
1.55,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,12,610,1,1,2,12,115.89270653126374
1.92,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,12,665,1,3,3,12,295.74982902973625
1.13,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,12,535,1,1,2,15,63.61907987392323
0.48,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,12,405,1,3,2,10,20.97214218578353
0.9,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,15,515,1,1,2,15,52.465095971273016
0.28,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,12,345,1,1,2,10,14.87439259574585
0.85,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8,505,1,5,4,12,42.29917742649141
1.8,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,8,650,1,2,3,12,207.44312953597085
1.64,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,15,625,1,1,3,10,132.45807084527416
1.37,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,8,575,1,1,2,10,85.58508674748535
1.35,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,15,570,1,1,2,15,86.8053655014729
1.37,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,8,575,1,2,3,12,113.62163321056497
0.48,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,12,405,1,3,2,15,21.456099006538246
1.92,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,8,665,1,2,4,12,239.77101429039524
1.75,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,15,640,1,3,2,15,238.6491444734304
0.48,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,8,405,1,4,3,12,21.981594918207986
2.2,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,12,675,1,1,3,15,220.78473355988427
0.85,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,12,505,1,4,3,12,40.65467320544713
1.64,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,8,625,1,2,3,15,169.14340401078493
0.9,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,8,515,1,1,4,10,50.80460223666779
1.37,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,15,575,1,1,3,10,87.91430576647392
1.92,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,8,665,1,3,3,12,293.9000424885098
0.28,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,12,345,1,1,3,12,15.303328209145464
0.85,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,12,505,1,3,4,12,37.91116633310429
1.8,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,12,650,1,3,3,12,256.7928078737661
1.92,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,12,665,1,3,2,10,293.87653592538464
1.55,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,12,610,1,2,4,15,153.16112379044387
2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,12,670,1,3,4,12,309.82711231638183
1.33,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,12,565,1,1,4,10,81.92782422019539
1.69,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,8,630,1,3,2,15,215.85089446590678
1.84,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,15,655,1,1,3,12,174.55937894154278
1.75,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,15,640,1,2,2,15,195.78758039124975
1.88,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,15,660,1,2,4,12,230.58956281186846
1.53,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,12,605,1,2,3,10,143.04539279396286
1.6,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,8,620,1,1,4,10,123.86063792473121
0.36,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,8,380,1,1,3,10,19.376750982814304
0.85,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,8,505,1,3,4,10,37.91002721943919
0.24,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,8,340,1,1,2,10,12.991089937971061
1.33,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,8,565,1,1,4,12,81.82478541826143
0.17,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,12,310,1,1,3,12,7.704199097160379
1.88,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,8,660,1,1,4,15,176.67702364733026
0.98,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,8,525,1,5,3,15,40.36836364299732
0.85,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,8,505,1,3,3,12,37.89308699229255
1.8,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,15,650,1,3,2,10,255.11133187789653
0.8,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,12,500,1,1,4,15,45.329276820183196
1.58,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8,615,1,2,3,10,152.5831699149874
0.51,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,15,420,1,1,3,12,30.15757125945904
2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,15,670,1,3,2,12,310.9548908625248
0.48,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,15,405,1,3,3,15,21.679083925046747
1.84,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,12,655,1,3,2,15,270.2031690243597
1.64,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,12,625,1,1,4,10,131.66379304801774
0.75,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,15,495,1,1,4,12,42.59315557267849
0.48,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,8,405,1,4,4,10,22.25323910141894
1.5,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,8,600,1,2,4,10,135.59417263417035
1.47,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,15,595,1,2,3,10,134.27711489667328
1.27,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,12,555,1,1,3,10,76.12203301612654
2.2,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,8,675,1,1,4,12,214.74667313396907
1.43,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,12,585,1,1,3,12,94.96666381824808
1.6,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,15,620,1,2,4,12,165.6446282442847
0.96,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,15,520,1,1,2,10,54.86344149248658
1.33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,15,565,1,1,4,10,81.77780045798313
1.43,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,15,585,1,2,3,10,123.69083730776217
1.55,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,15,610,1,1,4,10,116.45337785152688
0.65,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,8,480,1,1,3,12,35.051656428301904
0.18,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,15,315,1,1,4,12,8.727625261551886
1.64,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,8,625,1,1,2,12,128.2888741537055
1.69,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,8,630,1,3,3,12,216.00242959967147
1.43,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,8,585,1,1,2,12,93.2329471380475
0.42,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,8,390,1,1,3,10,21.632864592183044
0.24,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,8,340,1,1,4,10,13.076858046842485
1.3,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,8,560,1,1,3,12,76.93214396261894
1.2,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,15,545,1,1,3,10,69.70927167207857
0.6,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,15,475,1,1,4,15,34.26545047330666
0.3,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,8,350,1,1,4,12,15.711138144961557
1.72,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,12,635,1,1,3,15,147.5922771579247
2.2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,12,675,1,2,4,10,283.5780569116356
1.6,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,15,620,1,2,2,15,166.40098470805233
0.15,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,8,305,1,4,3,12,9.554489474056604
1.1,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,15,530,1,1,3,12,62.376659929816185
2.2,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,12,675,1,1,2,15,217.78712573377044
0.85,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,15,505,1,3,4,10,38.6387879084958
1.92,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,8,665,1,1,4,10,183.4438236270429
1.58,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,12,615,1,2,3,10,156.4742715388553
0.17,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,8,310,1,1,4,10,7.589174874033019
1.88,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,12,660,1,1,2,10,175.46992889397254
1.53,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,605,1,2,4,12,142.55386580375742
1.8,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,8,650,1,1,2,10,157.78990426268362
0.9,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,8,515,1,1,2,12,50.30700414655603
0.96,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,12,520,1,1,2,15,54.91780808852431
1.78,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,12,645,1,2,4,10,201.78964130514143
1.72,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,15,635,1,1,2,12,147.6467120131935
1.33,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,12,565,1,1,2,10,80.51790135708463
1.3,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,8,560,1,1,3,10,77.2265446494114
1.4,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,8,580,1,2,2,15,114.1649248148912
0.15,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,12,305,1,1,3,10,5.6264002861320765
1.58,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,12,615,1,1,2,15,122.52669574194127
1.27,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,8,555,1,1,2,12,74.38802242202075
0.98,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,12,525,1,5,3,10,39.98060814460109
0.51,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,12,420,1,1,4,12,30.001086212574638
0.55,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,15,425,1,1,4,12,31.986243722920797
1.69,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,12,630,1,1,3,12,138.3974009708674
0.85,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,12,505,1,4,3,15,40.89112001620185
1.2,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,12,545,1,1,3,12,69.0103359543899
1.17,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,15,540,1,1,2,15,67.22778737162069
0.28,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,15,345,1,1,3,15,15.615157275235084
1.69,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,8,630,1,2,3,10,174.32576243229784
1.53,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,8,605,1,1,4,12,109.80427834107222
0.28,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,15,345,1,1,2,15,15.400503864774151
0.87,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,12,510,1,1,3,12,49.19094316124416
0.48,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,12,405,1,1,3,15,26.443166085988466
1.27,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,15,555,1,1,3,12,76.71579870938126
1.47,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,8,595,1,2,4,12,133.27488431806927
0.36,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,15,380,1,1,2,12,19.91864274710312
1.84,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,15,655,1,2,4,12,222.68657048651414
1.17,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,12,540,1,1,2,10,66.4903457345924
0.17,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,12,310,1,2,3,10,10.738226283292454
1.47,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,8,595,1,2,2,15,132.24385937707996
0.715,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8,490,1,1,2,15,40.66915813904904
1.53,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15,605,1,1,2,12,112.30141188961454
0.85,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,8,505,1,4,4,15,40.250476801400374
1.13,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,15,535,1,1,4,15,64.60647180028162
1.88,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,12,660,1,3,2,12,275.02799299224756
1.17,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,15,540,1,1,2,12,67.6421594655358
1.75,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,15,640,1,3,2,10,236.9538718559304
1.47,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,15,595,1,1,2,15,104.69144150412147
1.4,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,8,580,1,2,2,12,117.86545379857044
1.88,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,12,660,1,1,3,15,179.37339485629744
1.75,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,12,640,1,2,3,15,195.52307416112322
2.2,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,12,675,1,3,3,12,351.24150153946306
1.6,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,12,620,1,1,3,15,128.19511460637372
1.37,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,8,575,1,1,4,12,87.03078484315799
1.69,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,12,630,1,1,3,12,138.44098939619758
1.53,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,12,605,1,2,3,15,146.10088294735908
0.75,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,15,495,1,1,4,12,42.56293767819736
0.9,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,15,515,1,1,4,12,52.50799805711591
1.58,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,12,615,1,2,4,15,159.60957518983585
1.4,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,12,580,1,1,3,10,89.71147598360965
0.7,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,8,485,1,1,2,10,37.8277121583009
0.715,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,12,490,1,1,4,15,41.11917778587951
1.69,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,8,630,1,2,2,15,177.08610418230674
0.85,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,8,505,1,4,4,10,39.34365098097584
1.23,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8,550,1,1,4,12,71.10935057436221
1.6,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,8,620,1,1,2,10,122.81844132835735
1.88,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,15,660,1,3,3,12,278.01687361678944
0.9,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,8,515,1,1,3,10,49.792441888961086
1.43,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,12,585,1,2,2,10,123.46318089243896
0.65,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,15,480,1,1,3,12,35.98852065132077
0.28,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,12,345,1,1,4,15,15.287169505949713
1.75,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,15,640,1,3,3,15,238.40871180679446
0.85,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,15,505,1,1,4,10,47.68420394980306
1.47,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,15,595,1,2,2,15,135.5831013637309
0.6,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,8,475,1,1,2,10,33.14003774161223
0.85,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,12,505,1,4,3,10,39.66148568148487
2.2,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,8,675,1,1,3,15,216.46918491879939
0.98,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,12,525,1,5,2,12,40.3338809286296
1.64,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,8,625,1,1,3,15,130.88350865536853
0.85,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,8,505,1,1,2,15,46.87177033841726
0.96,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,8,520,1,1,4,10,52.964639440199086
0.48,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,15,405,1,5,2,12,23.85012973072812
1.64,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,12,625,1,2,3,10,168.98475356083208
1.84,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,12,655,1,3,3,10,267.9794008807696
0.65,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,8,480,1,1,2,12,35.326540613969456
